Network;NetType;ESSID;BSSID;Info;Channel;Cloaked;Encryption;Decrypted;MaxRate;MaxSeenRate;Beacon;LLC;Data;Crypt;Weak;Total;Carrier;Encoding;FirstTime;LastTime;BestQuality;BestSignal;BestNoise;GPSMinLat;GPSMinLon;GPSMinAlt;GPSMinSpd;GPSMaxLat;GPSMaxLon;GPSMaxAlt;GPSMaxSpd;GPSBestLat;GPSBestLon;GPSBestAlt;DataSize;IPType;IP;
1;infrastructure;;00:15:C7:AB:2D:E0;;-1;No;None;No;-1.0;0;0;0;0;0;0;0;;;Sat Mar  3 15:25:11 2012;Sat Mar  3 15:25:29 2012;-69;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
2;infrastructure;MC2LabNetA;00:22:B0:CB:22:8F;;3;No;WPA2,AES-CCM;No;54.0;0;106;0;0;0;0;0;;;Sat Mar  3 15:24:50 2012;Sat Mar  3 15:25:51 2012;-77;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
3;infrastructure;;9C:4E:20:C9:43:50;;-1;No;None;No;-1.0;0;0;0;0;0;0;0;;;Sat Mar  3 15:25:11 2012;Sat Mar  3 15:25:29 2012;-81;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
4;infrastructure;room15;00:23:69:86:B9:4C;;6;No;WPA2,WPA,AES-CCM,TKIP;No;54.0;0;2;0;0;0;0;0;;;Sat Mar  3 15:25:27 2012;Sat Mar  3 15:25:27 2012;-89;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
5;infrastructure;;00:12:44:B9:28:40;;108;No;OPN,None;No;-1.0;0;0;0;2;0;0;2;;;Sat Mar  3 15:24:58 2012;Sat Mar  3 15:25:18 2012;-1;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
6;infrastructure;GTvisitor;00:19:07:8E:36:67;;6;No;OPN,None;No;54.0;0;15;0;0;0;0;0;;;Sat Mar  3 15:25:11 2012;Sat Mar  3 15:25:16 2012;-83;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
7;infrastructure;GTwireless;00:19:07:8E:36:61;;6;No;WEP;No;54.0;0;17;0;0;0;0;0;;;Sat Mar  3 15:25:11 2012;Sat Mar  3 15:25:17 2012;-84;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
8;infrastructure;;00:19:07:8E:36:60;;-1;No;None;No;-1.0;0;0;0;0;0;0;0;;;Sat Mar  3 15:25:12 2012;Sat Mar  3 15:25:17 2012;-84;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
9;infrastructure;;01:40:96:00:00:04;;108;No;OPN,None;No;-1.0;0;0;0;7;0;0;7;;;Sat Mar  3 15:25:09 2012;Sat Mar  3 15:25:09 2012;-1;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
10;infrastructure;GTvisitor;00:15:C7:AB:04:27;;1;No;OPN,None;No;54.0;0;11;0;0;0;0;0;;;Sat Mar  3 15:24:51 2012;Sat Mar  3 15:25:51 2012;-69;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
11;infrastructure;GTwireless;00:12:44:B8:9D:71;;1;No;WEP;No;54.0;0;37;0;0;0;0;0;;;Sat Mar  3 15:24:50 2012;Sat Mar  3 15:25:51 2012;-84;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
12;infrastructure;GTwireless;00:1F:9E:D4:47:60;;1;No;WEP;No;54.0;0;5;0;0;0;0;0;;;Sat Mar  3 15:24:50 2012;Sat Mar  3 15:25:09 2012;-86;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
13;infrastructure;GTwpa;00:15:C7:AB:06:04;;1;No;WPA2,WPA,AES-CCM,TKIP;No;54.0;0;10;0;0;0;0;0;;;Sat Mar  3 15:24:53 2012;Sat Mar  3 15:24:58 2012;-81;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
14;infrastructure;GTwireless;00:15:C7:AB:06:01;;1;No;WEP;No;54.0;0;15;0;0;0;0;0;;;Sat Mar  3 15:24:51 2012;Sat Mar  3 15:24:59 2012;-84;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
15;infrastructure;GTwpa;00:1F:9E:D4:47:64;;1;No;WPA2,WPA,AES-CCM,TKIP;No;54.0;0;12;0;0;0;0;0;;;Sat Mar  3 15:24:50 2012;Sat Mar  3 15:25:03 2012;-85;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
16;infrastructure;GTvisitor;00:1F:9E:D4:47:67;;1;No;OPN,None;No;54.0;0;4;0;0;0;0;0;;;Sat Mar  3 15:24:51 2012;Sat Mar  3 15:25:10 2012;-86;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
17;infrastructure;stratus;34:08:04:E1:48:58;;2;No;WPA2,WPA,AES-CCM,TKIP;No;54.0;0;10;0;0;0;0;0;;;Sat Mar  3 15:24:51 2012;Sat Mar  3 15:25:10 2012;-86;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
18;infrastructure;GTvisitor;00:12:44:B8:9D:77;;1;No;OPN,None;No;54.0;0;40;0;0;0;0;0;;;Sat Mar  3 15:24:51 2012;Sat Mar  3 15:25:51 2012;-85;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
19;infrastructure;GTwireless;B4:A4:E3:CA:98:81;;1;No;WEP;No;54.0;0;61;0;0;0;0;0;;;Sat Mar  3 15:24:50 2012;Sat Mar  3 15:25:10 2012;-85;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
20;infrastructure;GTwpa;B4:A4:E3:CA:98:84;;1;No;WPA2,WPA,AES-CCM,TKIP;No;54.0;0;43;0;0;0;0;0;;;Sat Mar  3 15:24:50 2012;Sat Mar  3 15:25:10 2012;-84;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
21;infrastructure;GTvisitor;B4:A4:E3:CA:98:87;;1;No;OPN,None;No;54.0;0;47;0;0;0;0;0;;;Sat Mar  3 15:24:50 2012;Sat Mar  3 15:25:10 2012;-84;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
22;infrastructure;GTwpa;00:12:44:B8:9D:74;;1;No;WPA2,WPA,AES-CCM,TKIP;No;54.0;0;38;0;0;0;0;0;;;Sat Mar  3 15:24:50 2012;Sat Mar  3 15:25:51 2012;-84;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
23;infrastructure;GTwpa;00:19:07:8E:36:64;;6;No;WPA2,WPA,AES-CCM,TKIP;No;54.0;0;10;0;0;0;0;0;;;Sat Mar  3 15:25:11 2012;Sat Mar  3 15:25:14 2012;-82;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
24;infrastructure;GTwireless;08:1F:F3:B3:EB:41;;1;No;WEP;No;54.0;0;159;0;161;0;0;161;;;Sat Mar  3 15:24:50 2012;Sat Mar  3 15:25:51 2012;-78;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
25;infrastructure;GTwpa;08:1F:F3:B3:EB:44;;1;No;WPA2,WPA,AES-CCM,TKIP;No;54.0;0;161;0;9;0;0;9;;;Sat Mar  3 15:24:50 2012;Sat Mar  3 15:25:51 2012;-78;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
26;infrastructure;GTvisitor;08:1F:F3:B3:EB:47;;1;No;OPN,None;No;54.0;0;170;0;0;0;0;0;;;Sat Mar  3 15:24:50 2012;Sat Mar  3 15:25:51 2012;-77;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
27;infrastructure;GTvisitor;00:15:C7:AB:38:B7;;1;No;OPN,None;No;54.0;0;190;0;0;0;0;0;;;Sat Mar  3 15:24:50 2012;Sat Mar  3 15:25:51 2012;-78;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
28;infrastructure;GTwireless;00:15:C7:AB:38:B1;;1;No;WEP;No;54.0;0;185;0;0;0;0;0;;;Sat Mar  3 15:24:50 2012;Sat Mar  3 15:25:51 2012;-79;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
29;infrastructure;GTwpa;00:15:C7:AB:38:B4;;1;No;WPA2,WPA,AES-CCM,TKIP;No;54.0;0;131;0;1;0;0;1;;;Sat Mar  3 15:24:50 2012;Sat Mar  3 15:25:51 2012;-77;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
30;infrastructure;GTwireless;00:15:C7:AA:D5:31;;1;No;WEP;No;54.0;0;197;0;4;0;0;4;;;Sat Mar  3 15:24:50 2012;Sat Mar  3 15:25:51 2012;-77;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
31;infrastructure;GTvisitor;00:15:C7:AA:D5:37;;1;No;OPN,None;No;54.0;0;193;0;0;0;0;0;;;Sat Mar  3 15:24:50 2012;Sat Mar  3 15:25:51 2012;-77;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
32;infrastructure;GTwpa;00:15:C7:AA:D5:34;;1;No;WPA2,WPA,AES-CCM,TKIP;No;54.0;0;188;0;122;0;0;122;;;Sat Mar  3 15:24:50 2012;Sat Mar  3 15:25:51 2012;-77;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
33;infrastructure;OpenWrt;00:13:10:43:4F:22;;1;No;OPN,None;No;54.0;0;182;0;0;0;0;0;;;Sat Mar  3 15:24:50 2012;Sat Mar  3 15:25:51 2012;-71;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
34;infrastructure;GTwireless;00:15:C7:AB:04:21;;1;No;WEP;No;54.0;0;188;0;1;0;0;1;;;Sat Mar  3 15:24:50 2012;Sat Mar  3 15:25:51 2012;-68;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
35;infrastructure;GTwpa;00:15:C7:AB:04:24;;1;No;WPA2,WPA,AES-CCM,TKIP;No;54.0;0;185;0;0;0;0;0;;;Sat Mar  3 15:24:50 2012;Sat Mar  3 15:25:51 2012;-69;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
36;infrastructure;GTwpa;00:15:C7:AA:D1:A4;;1;No;WPA2,WPA,AES-CCM,TKIP;No;54.0;0;167;0;98;0;0;98;;;Sat Mar  3 15:24:50 2012;Sat Mar  3 15:25:51 2012;-58;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
