Network;NetType;ESSID;BSSID;Info;Channel;Cloaked;Encryption;Decrypted;MaxRate;MaxSeenRate;Beacon;LLC;Data;Crypt;Weak;Total;Carrier;Encoding;FirstTime;LastTime;BestQuality;BestSignal;BestNoise;GPSMinLat;GPSMinLon;GPSMinAlt;GPSMinSpd;GPSMaxLat;GPSMaxLon;GPSMaxAlt;GPSMaxSpd;GPSBestLat;GPSBestLon;GPSBestAlt;DataSize;IPType;IP;
1;infrastructure;;08:1F:F3:E1:98:F0;;133;No;OPN,None;No;-1.0;0;0;0;2;0;0;2;;;Sun Feb 26 13:22:47 2012;Sun Feb 26 13:23:07 2012;-1;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
2;infrastructure;HP-nomodel.2C9966;02:2B:8B:22:36:21;;6;No;OPN,None;No;54.0;0;185;0;0;0;0;0;;;Sun Feb 26 13:22:46 2012;Sun Feb 26 13:23:05 2012;-1;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
3;infrastructure;;1C:17:D3:33:1B:B0;;108;No;OPN,None;No;-1.0;0;0;0;2;0;0;2;;;Sun Feb 26 13:22:28 2012;Sun Feb 26 13:23:08 2012;-1;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
4;infrastructure;WODNET;00:18:F8:CB:1C:6A;;6;No;WPA,TKIP;No;54.0;0;188;0;0;0;0;0;;;Sun Feb 26 13:22:46 2012;Sun Feb 26 13:23:06 2012;-47;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
5;infrastructure;GTwireless;00:16:9C:49:28:11;;6;No;WEP;No;54.0;0;191;0;42;0;0;42;;;Sun Feb 26 13:22:46 2012;Sun Feb 26 13:23:05 2012;-55;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
6;infrastructure;GTvisitor;00:16:9C:49:28:17;;6;No;OPN,None;No;54.0;0;195;0;0;0;0;0;;;Sun Feb 26 13:22:46 2012;Sun Feb 26 13:23:05 2012;-56;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
7;infrastructure;GTwpa;00:16:9C:49:28:14;;6;No;WPA2,WPA,AES-CCM,TKIP;No;54.0;0;192;0;112;0;0;112;;;Sun Feb 26 13:22:46 2012;Sun Feb 26 13:23:06 2012;-57;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
8;infrastructure;palantir;00:1C:10:5A:B6:D7;;6;No;WPA2,AES-CCM;No;54.0;0;192;0;2;0;0;2;;;Sun Feb 26 13:22:46 2012;Sun Feb 26 13:23:05 2012;-69;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
9;infrastructure;linksys;C0:C1:C0:06:7F:5B;;6;No;OPN,None;No;54.0;0;192;0;722;0;0;722;;;Sun Feb 26 13:22:46 2012;Sun Feb 26 13:23:06 2012;-71;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;192.168.1.1;
10;infrastructure;;00:00:00:00:00:00;;133;No;None;No;-1.0;0;0;0;0;0;0;0;;;Sun Feb 26 13:22:49 2012;Sun Feb 26 13:23:05 2012;-78;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
11;infrastructure;GTwireless;9C:4E:20:C9:43:51;;6;No;WEP;No;54.0;0;142;0;3;0;0;3;;;Sun Feb 26 13:22:46 2012;Sun Feb 26 13:23:06 2012;-78;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
12;infrastructure;GTwpa;9C:4E:20:C9:43:54;;6;No;WPA2,WPA,AES-CCM,TKIP;No;54.0;0;121;0;1;0;0;1;;;Sun Feb 26 13:22:46 2012;Sun Feb 26 13:23:05 2012;-78;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
13;infrastructure;GTvisitor;9C:4E:20:C9:43:57;;6;No;OPN,None;No;54.0;0;123;0;0;0;0;0;;;Sun Feb 26 13:22:46 2012;Sun Feb 26 13:23:05 2012;-78;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
14;infrastructure;GTwireless;00:19:07:8E:36:61;;6;No;WEP;No;54.0;0;131;0;0;0;0;0;;;Sun Feb 26 13:22:46 2012;Sun Feb 26 13:23:05 2012;-81;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
15;infrastructure;;00:19:07:8E:36:60;;-1;No;None;No;-1.0;0;0;0;0;0;0;0;;;Sun Feb 26 13:22:49 2012;Sun Feb 26 13:23:05 2012;-81;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
16;infrastructure;GTvisitor;00:19:07:8E:36:67;;6;No;OPN,None;No;54.0;0;72;0;0;0;0;0;;;Sun Feb 26 13:22:46 2012;Sun Feb 26 13:23:05 2012;-81;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
17;infrastructure;GTwpa;00:19:07:8E:36:64;;6;No;WPA2,WPA,AES-CCM,TKIP;No;54.0;0;117;0;0;0;0;0;;;Sun Feb 26 13:22:46 2012;Sun Feb 26 13:23:05 2012;-82;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
18;infrastructure;GTwpa;00:15:C7:AB:06:C4;;6;No;WPA2,WPA,AES-CCM,TKIP;No;54.0;0;66;0;10;0;0;10;;;Sun Feb 26 13:22:46 2012;Sun Feb 26 13:23:05 2012;-84;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
19;infrastructure;GTwireless;00:15:C7:AB:06:C1;;6;No;WEP;No;54.0;0;79;0;0;0;0;0;;;Sun Feb 26 13:22:46 2012;Sun Feb 26 13:23:05 2012;-85;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
20;infrastructure;GTvisitor;00:15:C7:AA:E3:87;;6;No;OPN,None;No;54.0;0;40;0;0;0;0;0;;;Sun Feb 26 13:22:46 2012;Sun Feb 26 13:23:05 2012;-85;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
21;infrastructure;GTwpa;00:15:C7:AA:E3:84;;6;No;WPA2,WPA,AES-CCM,TKIP;No;54.0;0;39;0;0;0;0;0;;;Sun Feb 26 13:22:46 2012;Sun Feb 26 13:23:05 2012;-85;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
22;infrastructure;GTwireless;00:15:C7:AA:E3:81;;6;No;WEP;No;54.0;0;50;0;0;0;0;0;;;Sun Feb 26 13:22:46 2012;Sun Feb 26 13:23:05 2012;-85;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
23;infrastructure;GTvisitor;00:15:C7:AB:06:C7;;6;No;OPN,None;No;54.0;0;74;0;0;0;0;0;;;Sun Feb 26 13:22:46 2012;Sun Feb 26 13:23:05 2012;-86;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
24;infrastructure;mbs_network;00:1D:7E:BB:87:32;;6;No;WPA,TKIP;No;54.0;0;156;0;8;0;0;8;;;Sun Feb 26 13:22:46 2012;Sun Feb 26 13:23:05 2012;-87;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
