Network;NetType;ESSID;BSSID;Info;Channel;Cloaked;Encryption;Decrypted;MaxRate;MaxSeenRate;Beacon;LLC;Data;Crypt;Weak;Total;Carrier;Encoding;FirstTime;LastTime;BestQuality;BestSignal;BestNoise;GPSMinLat;GPSMinLon;GPSMinAlt;GPSMinSpd;GPSMaxLat;GPSMaxLon;GPSMaxAlt;GPSMaxSpd;GPSBestLat;GPSBestLon;GPSBestAlt;DataSize;IPType;IP;
1;infrastructure;;00:1F:CA:51:54:00;;108;No;OPN,None;No;-1.0;0;0;0;2;0;0;2;;;Sat Mar 31 18:04:39 2012;Sat Mar 31 18:04:59 2012;-1;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
2;infrastructure;;00:16:9C:49:28:10;;-1;No;None;No;-1.0;0;0;0;0;0;0;0;;;Sat Mar 31 18:04:43 2012;Sat Mar 31 18:05:02 2012;-80;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
3;infrastructure;shrub-1;00:14:85:D0:C3:6D;;6;No;OPN,None;No;54.0;0;2;0;0;0;0;0;;;Sat Mar 31 18:04:54 2012;Sat Mar 31 18:05:00 2012;-88;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
4;infrastructure;;08:1F:F3:B3:EB:40;;108;No;OPN,None;No;-1.0;0;0;0;2;0;0;2;;;Sat Mar 31 18:04:32 2012;Sat Mar 31 18:04:52 2012;-1;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
5;infrastructure;GTwpa;00:12:44:B9:1C:D4;;1;No;WPA2,WPA,AES-CCM,TKIP;No;54.0;0;192;0;16;0;0;16;;;Sat Mar 31 18:04:23 2012;Sat Mar 31 18:05:23 2012;-62;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
6;infrastructure;;00:15:C7:AB:38:B4;;108;No;WPA,None;No;-1.0;0;0;0;22;0;0;22;;;Sat Mar 31 18:04:30 2012;Sat Mar 31 18:04:40 2012;-1;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
7;infrastructure;GTwireless;00:15:C7:AA:D5:31;;1;No;WEP;No;54.0;0;143;0;4;0;0;4;;;Sat Mar 31 18:04:23 2012;Sat Mar 31 18:05:23 2012;-83;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
8;infrastructure;GTvisitor;00:15:C7:AA:D5:37;;1;No;OPN,None;No;54.0;0;130;0;0;0;0;0;;;Sat Mar 31 18:04:23 2012;Sat Mar 31 18:05:23 2012;-83;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
9;infrastructure;GTvisitor;00:1C:0E:43:EB:17;;1;No;OPN,None;No;54.0;0;12;0;0;0;0;0;;;Sat Mar 31 18:04:23 2012;Sat Mar 31 18:04:43 2012;-81;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
10;infrastructure;GTwpa;00:1C:0E:43:EB:14;;1;No;WPA2,WPA,AES-CCM,TKIP;No;54.0;0;117;0;0;0;0;0;;;Sat Mar 31 18:04:23 2012;Sat Mar 31 18:05:23 2012;-80;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
11;infrastructure;GTwireless;00:1C:0E:43:EB:11;;1;No;WEP;No;54.0;0;143;0;0;0;0;0;;;Sat Mar 31 18:04:23 2012;Sat Mar 31 18:05:23 2012;-81;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
12;infrastructure;GTwpa;00:15:C7:AA:D5:34;;1;No;WPA2,WPA,AES-CCM,TKIP;No;54.0;0;39;0;2;0;0;2;;;Sat Mar 31 18:04:25 2012;Sat Mar 31 18:05:23 2012;-80;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
13;infrastructure;GTvisitor;00:15:C7:AA:E7:B7;;1;No;OPN,None;No;54.0;0;185;0;0;0;0;0;;;Sat Mar 31 18:04:23 2012;Sat Mar 31 18:05:23 2012;-71;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
14;infrastructure;GTwireless;00:15:C7:AA:E7:B1;;1;No;WEP;No;54.0;0;179;0;10;0;0;10;;;Sat Mar 31 18:04:23 2012;Sat Mar 31 18:05:23 2012;-71;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
15;infrastructure;GTwpa;00:15:C7:AA:E7:B4;;1;No;WPA2,WPA,AES-CCM,TKIP;No;54.0;0;192;0;0;0;0;0;;;Sat Mar 31 18:04:23 2012;Sat Mar 31 18:05:23 2012;-71;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
16;infrastructure;GTwireless;00:12:44:B9:1C:D1;;1;No;WEP;No;54.0;0;193;0;0;0;0;0;;;Sat Mar 31 18:04:23 2012;Sat Mar 31 18:05:23 2012;-64;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
17;infrastructure;GTvisitor;00:12:44:B9:1C:D7;;1;No;OPN,None;No;54.0;0;193;0;0;0;0;0;;;Sat Mar 31 18:04:23 2012;Sat Mar 31 18:05:23 2012;-62;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
18;infrastructure;OpenWrt;00:13:10:43:4F:22;;1;No;OPN,None;No;54.0;0;198;0;0;0;0;0;;;Sat Mar 31 18:04:23 2012;Sat Mar 31 18:05:23 2012;-49;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
19;infrastructure;lifenet;02:18:0A:01:B2:51;;1;No;OPN,None;No;54.0;0;20;0;3;0;0;3;;;Sat Mar 31 18:04:23 2012;Sat Mar 31 18:05:23 2012;-1;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
